,Синоптический индекс станции,Год по Гринвичу,Месяц по Гринвичу,День по Гринвичу,Срок по Гринвичу,Год источника (местный),Месяц источника (местный),День источника (местный),Срок источника (местный),Номер срока в сутках по ПДЗВ,Время местное,Номер часового пояса,Начало метеорологических суток по ПДЗВ,Горизонтальная дальность видимости,Пр.нал.знака >,Общее количество облачности,Количество облачности нижнего яруса,Форма облаков верхнего яруса,Форма облаков среднего яруса,Форма облаков вертикального развития,Слоистые и слоисто-кучевые облака,"Слоисто-дожд,разорванно-дождевые облака",Высота нижней границы облачности,Признак способа определения выс. н. г,Признак наличия облачности ниже уровня станции,Погода между сроками,Погода в срок наблюдения,Направление ветра,Средняя скорость ветра,Признак наличия знака >,Максимальная скорость ветра,Признак наличия знака >,Сумма осадков,Температура поверхности почвы,Температура поверхности почвы по минимальному термометру,Мин. температура пов-сти почвы между сроками,Макс. температура пов-сти почвы между сроками,Температура пов-сти почвы по макс. терм-ру п/встр.,Температура воздуха по сухому терм-ру,Темп.воздуха по смоченному терм-ру,Признак нал. льда на батисте,Температура воздуха по мин. терм-ру,Мин.температура воздуха между сроками,Макс. темперура воздуха между сроками,Темпера воздуха по макс. терм-ру после встрях.,Парциальное давление водяного пара,Указатель точности элемента,Относительная влажность воздуха,Дефицит насыщения водяного пара,Указатель точности элемента,Температура точки росы,Атмосферное давление на уровне станции,Атмосферное давление на уровне моря,Характеристика барической тенденции,Величина барической тенденции,date
2437,28537,1972,9,3,15,1972,9,3,18,8,20,4,20,75,0,12, 0, 0, 1, 0, 0, 0,    ,0,  , 6, 2, 90, 3,0,  ,0,   0.6, 12.0,     ,     ,     ,     , 12.6,     ,0,     ,     ,     ,     ,     ,1.0, 88,   1.70,1.0, 11.0, 969.5,1009.4, 7, 1.9,1972-09-03
2438,28537,1972,9,4,15,1972,9,4,18,8,20,4,20,61,0, 6, 3, 0, 1, 2, 0, 0, 500,1,  , 2, 2,230, 3,0,  ,0,   0.0, 10.0,     ,     ,     ,     , 12.5,     ,0,     ,     ,     ,     ,     ,1.0, 68,   4.70,1.0,  7.0, 962.9,1000.4, 2, 0.9,1972-09-04
2439,28537,1972,9,5,15,1972,9,5,18,8,20,4,20,69,0,12, 5, 1, 1, 4, 0, 0,1100,1,  , 2, 1,230, 3,0,  ,0,   0.0, 13.0,     ,     ,     ,     , 13.0,     ,0,     ,     ,     ,     ,     ,1.0, 78,   3.30,1.0,  9.0, 966.4,1006.0, 2, 0.9,1972-09-05
2440,28537,1972,9,6,15,1972,9,6,18,8,20,4,20,72,0, 5, 4, 1, 0, 0, 2, 0, 800,1,  , 2, 1,270, 1,0,  ,0,   0.0,  6.0,     ,     ,     ,     ,  7.1,     ,0,     ,     ,     ,     ,     ,1.0, 71,   2.90,1.0,  2.0, 975.9,1016.9, 2, 0.5,1972-09-06
2441,28537,1972,9,7,15,1972,9,7,18,8,20,4,20,62,0,10,10, 8, 8, 2, 0, 0, 400,0,  , 8,80,230, 7,0,  ,0,   1.2,  6.0,     ,     ,     ,     ,  6.2,     ,0,     ,     ,     ,     ,     ,1.0, 92,   0.70,1.0,  5.0, 973.6,1014.7, 7, 1.3,1972-09-07
2442,28537,1972,9,8,15,1972,9,8,18,8,20,4,20,82,0, 7, 4, 0, 1, 1, 0, 0, 600,0,  , 2, 2,290, 4,0,  ,0,   0.0,  6.0,     ,     ,     ,     ,  7.4,     ,0,     ,     ,     ,     ,     ,1.0, 61,   4.00,1.0,  0.0, 977.6,1018.6, 2, 0.4,1972-09-08
2443,28537,1972,9,9,15,1972,9,9,18,8,20,4,20,80,0, 0, 0, 0, 0, 0, 0, 0,    ,0,  , 1, 1,290, 4,0,  ,0,   0.0,  4.0,     ,     ,     ,     ,  5.4,     ,0,     ,     ,     ,     ,     ,1.0, 63,   3.30,1.0, -1.0, 982.3,1023.8, 8, 0.4,1972-09-09
2444,28537,1972,9,10,15,1972,9,10,18,8,20,4,20,74,0,10, 0, 8, 1, 0, 0, 0,    ,0,  , 1, 3,250, 9,0,  ,0,   0.0, 11.0,     ,     ,     ,     , 10.6,     ,0,     ,     ,     ,     ,     ,1.0, 47,   6.80,1.0,  0.0, 976.2,1016.6, 8, 3.1,1972-09-10
2445,28537,1972,9,11,15,1972,9,11,18,8,20,4,20,73,0,12, 9, 1, 0, 2, 2, 0, 900,0,  , 8, 2,320, 3,0,  ,0,   0.0,  8.0,     ,     ,     ,     ,  7.8,     ,0,     ,     ,     ,     ,     ,1.0, 84,   1.70,1.0,  5.0, 974.4,1015.2, 7, 0.1,1972-09-11
2446,28537,1972,9,12,15,1972,9,12,18,8,20,4,20,78,0,12, 4, 0, 1, 2, 2, 0, 500,1,  , 8, 2,360, 3,0,  ,0,   0.6,  3.0,     ,     ,     ,     ,  3.6,     ,0,     ,     ,     ,     ,     ,1.0, 88,   0.90,1.0,  2.0, 977.1,1018.7, 2, 0.8,1972-09-12
2447,28537,1972,9,13,15,1972,9,13,18,8,20,4,20,72,0, 2, 1, 1, 0, 2, 0, 0, 600,1,  , 8, 1,340, 1,0,  ,0,   0.0,  0.0,     ,     ,     ,     ,  1.5,     ,0,     ,     ,     ,     ,     ,1.0, 92,   0.50,1.0,  0.0, 976.5,1018.1, 2, 0.5,1972-09-13
2448,28537,1972,9,14,15,1972,9,14,18,8,20,4,20,68,0, 3, 3, 0, 0, 0, 2, 0, 600,1,  , 1, 1,  0, 0,0,  ,0,   0.0,  0.0,     ,     ,     ,     ,  0.2,     ,0,     ,     ,     ,     ,     ,1.0, 94,   0.40,1.0, -1.0, 981.6,1023.7, 2, 0.8,1972-09-14
2449,28537,1972,9,15,15,1972,9,15,18,8,20,4,20,81,0,12,12, 0, 0, 0, 2, 0,1000,1,  , 2, 2,  0, 0,0,  ,0,   0.0,  4.0,     ,     ,     ,     ,  4.8,     ,0,     ,     ,     ,     ,     ,1.0, 62,   3.20,1.0, -2.0, 988.0,1029.9, 3, 0.7,1972-09-15
2450,28537,1972,9,16,15,1972,9,16,18,8,20,4,20,76,0, 9, 4, 1, 1, 0, 2, 0,1200,1,  , 2, 2,200, 2,0,  ,0,   0.0,  7.0,     ,     ,     ,     ,  9.2,     ,0,     ,     ,     ,     ,     ,1.0, 48,   6.10,1.0, -1.0, 991.3,1032.5, 4, 0.0,1972-09-16
2451,28537,1972,9,17,15,1972,9,17,18,8,20,4,20,75,0,12, 0, 1, 0, 0, 0, 0,    ,0,  , 1, 3,200, 3,0,  ,0,   0.0,  8.0,     ,     ,     ,     , 11.9,     ,0,     ,     ,     ,     ,     ,1.0, 36,   8.90,1.0, -3.0, 988.3,1029.1, 7, 0.9,1972-09-17
2452,28537,1972,9,18,15,1972,9,18,18,8,20,4,20,60,0,10,10, 8, 8, 0, 0, 6, 300,0,  , 6,63,230, 6,0,  ,0,   3.0,  8.0,     ,     ,     ,     ,  8.7,     ,0,     ,     ,     ,     ,     ,1.0, 94,   0.60,1.0,  8.0, 974.0,1014.5, 7, 2.8,1972-09-18
2453,28537,1972,9,19,15,1972,9,19,18,8,20,4,20,59,0,12, 3, 0, 1, 1, 0, 0, 500,1,  , 8, 2,250, 5,0,  ,0,   0.4,  9.0,     ,     ,     ,     ,  9.9,     ,0,     ,     ,     ,     ,     ,1.0, 95,   0.60,1.0,  9.0, 968.6,1009.0, 2, 1.6,1972-09-19
2454,28537,1972,9,20,15,1972,9,20,18,8,20,4,20,71,0,12, 6, 1, 1, 0, 2, 0, 700,0,  , 2, 1,180, 2,0,  ,0,   0.0,  9.0,     ,     ,     ,     , 10.1,     ,0,     ,     ,     ,     ,     ,1.0, 92,   1.00,1.0,  9.0, 969.1,1009.5, 2, 0.1,1972-09-20
2455,28537,1972,9,21,15,1972,9,21,18,8,20,4,20,81,0,12, 3, 1, 1, 2, 0, 0,1000,1,  , 2, 2,250, 4,0,  ,0,   0.0,  3.0,     ,     ,     ,     ,  5.0,     ,0,     ,     ,     ,     ,     ,1.0, 64,   3.10,1.0, -1.0, 973.0,1014.3, 2, 1.0,1972-09-21
2456,28537,1972,9,22,15,1972,9,22,18,8,20,4,20,72,0,12, 4, 0, 1, 0, 2, 0, 600,1,  , 8, 2,250, 4,0,  ,0,   0.0,  0.0,     ,     ,     ,     ,  1.2,     ,0,     ,     ,     ,     ,     ,1.0, 83,   1.20,1.0, -1.0, 975.8,1017.7, 4, 0.0,1972-09-22
2457,28537,1972,9,23,15,1972,9,23,18,8,20,4,20,82,0,10, 4, 8, 1, 0, 2, 0, 800,1,  , 2, 2,320, 6,0,  ,0,   0.0,  1.0,     ,     ,     ,     ,  2.2,     ,0,     ,     ,     ,     ,     ,1.0, 66,   2.50,1.0, -4.0, 983.9,1026.0, 2, 2.3,1972-09-23
2458,28537,1972,9,24,15,1972,9,24,18,8,20,4,20,80,0,10,10, 8, 8, 1, 2, 0,1100,0,  , 2, 2, 70, 1,0,  ,0,   0.0,  2.0,     ,     ,     ,     ,  2.1,     ,0,     ,     ,     ,     ,     ,1.0, 70,   2.20,1.0, -3.0, 991.3,1033.6, 2, 0.2,1972-09-24
2459,28537,1972,9,25,15,1972,9,25,18,8,20,4,20,62,0,10, 0, 8, 1, 0, 0, 0,    ,0,  , 6,61,140, 4,0,  ,0,   0.4,  4.0,     ,     ,     ,     ,  5.7,     ,0,     ,     ,     ,     ,     ,1.0, 76,   2.30,1.0,  2.0, 973.9,1015.0, 7, 3.4,1972-09-25
2460,28537,1972,9,26,15,1972,9,26,18,8,20,4,20,71,0,12,12, 0, 0, 0, 2, 0, 600,0,  , 2, 2,320, 3,0,  ,0,   0.0,  5.0,     ,     ,     ,     ,  5.5,     ,0,     ,     ,     ,     ,     ,1.0, 85,   1.40,1.0,  3.0, 979.1,1020.2, 2, 2.0,1972-09-26
2461,28537,1972,9,27,15,1972,9,27,18,8,20,4,20,69,0,12, 0, 0, 1, 0, 0, 0,    ,0,  , 6, 2,110, 3,0,  ,0,   0.5,  6.0,     ,     ,     ,     ,  6.6,     ,0,     ,     ,     ,     ,     ,1.0, 87,   1.30,1.0,  4.0, 974.8,1015.7, 4, 0.0,1972-09-27
2462,28537,1972,9,28,15,1972,9,28,18,8,20,4,20,68,0, 3, 0, 1, 1, 0, 0, 0,    ,0,  , 1, 2,230, 2,0,  ,0,   0.0,  3.0,     ,     ,     ,     ,  6.3,     ,0,     ,     ,     ,     ,     ,1.0, 84,   1.50,1.0,  4.0, 979.8,1021.2, 2, 1.3,1972-09-28
2463,28537,1972,9,29,15,1972,9,29,18,8,20,4,20,71,0, 7, 0, 5, 1, 0, 0, 0,    ,0,  , 2, 2,160, 5,0,  ,0,   0.0, 10.0,     ,     ,     ,     , 13.6,     ,0,     ,     ,     ,     ,     ,1.0, 54,   7.20,1.0,  4.0, 969.7,1009.3, 6, 0.3,1972-09-29
2464,28537,1972,9,30,15,1972,9,30,18,8,20,4,20,61,0,10,12, 8, 2, 0, 0, 3, 300,0,  , 6,61,360, 1,0,  ,0,   0.9, 10.0,     ,     ,     ,     ,  9.6,     ,0,     ,     ,     ,     ,     ,1.0, 99,   0.20,1.0,  9.0, 970.8,1011.2, 7, 0.1,1972-09-30
2465,28537,1972,10,1,15,1972,10,1,18,8,20,4,20,66,0,10, 2, 8, 1, 2, 0, 0, 400,0,  , 2, 2,230, 2,0,  ,0,   0.0,  3.0,     ,     ,     ,     ,  4.6,     ,0,     ,     ,     ,     ,     ,1.0, 70,   2.60,1.0,  0.0, 987.8,1029.4, 2, 2.4,1972-10-01
2466,28537,1972,10,2,15,1972,10,2,18,8,20,4,20,65,0,12, 4, 0, 1, 0, 2, 0,1000,1,  , 2, 2,270, 2,0,  ,0,   0.0,  4.0,     ,     ,     ,     ,  5.9,     ,0,     ,     ,     ,     ,     ,1.0, 67,   3.10,1.0,  0.0, 992.4,1034.1, 3, 0.3,1972-10-02
2467,28537,1972,10,3,15,1972,10,3,18,8,20,4,20,66,0,12, 5, 0, 1, 1, 0, 0, 500,1,  , 2, 2,270, 2,0,  ,0,   0.0,  3.0,     ,     ,     ,     ,  4.8,     ,0,     ,     ,     ,     ,     ,1.0, 68,   2.70,1.0,  0.0, 989.6,1031.5, 7, 0.9,1972-10-03
2468,28537,1972,10,4,15,1972,10,4,18,8,20,4,20,63,0, 8, 0, 5, 0, 0, 0, 0,    ,0,  , 1, 3,270, 4,0,  ,0,   0.0,  2.0,     ,     ,     ,     ,  4.8,     ,0,     ,     ,     ,     ,     ,1.0, 77,   1.90,1.0,  1.0, 987.9,1029.6, 3, 0.6,1972-10-04
2469,28537,1972,10,5,15,1972,10,5,18,8,20,4,20,64,0, 6, 0, 1, 1, 0, 0, 0,    ,0,  , 8, 1,250, 1,0,  ,0,   0.3,  2.0,     ,     ,     ,     ,  5.6,     ,0,     ,     ,     ,     ,     ,1.0, 75,   2.20,1.0,  2.0, 981.2,1022.6, 7, 1.5,1972-10-05
2470,28537,1972,10,6,15,1972,10,6,18,8,20,4,20,66,0,10,12, 8, 2, 0, 0, 3, 300,0,  , 6,63,230, 6,0,  ,0,   0.7,  4.0,     ,     ,     ,     ,  4.6,     ,0,     ,     ,     ,     ,     ,1.0, 82,   1.50,1.0,  2.0, 960.6,1001.2, 7, 4.8,1972-10-06
2471,28537,1972,10,7,15,1972,10,7,18,8,20,4,20,15,0,10,10, 8, 8, 0, 0, 3, 300,0,  , 7,73,340, 6,0,  ,0,   1.3,  0.0,     ,     ,     ,     ,  0.2,     ,0,     ,     ,     ,     ,     ,1.0,100,   0.00,1.0,  0.0, 943.5, 984.1, 2, 2.9,1972-10-07
2472,28537,1972,10,8,15,1972,10,8,18,8,20,4,20,19,0,10,12, 8, 2, 0, 0, 3, 400,0,  , 7,73,230, 5,0,  ,0,   0.8, -1.0,     ,     ,     ,     , -0.4,     ,0,     ,     ,     ,     ,     ,1.0, 86,   0.80,1.0, -2.0, 954.5, 995.6, 7, 2.5,1972-10-08
2473,28537,1972,10,9,15,1972,10,9,18,8,20,4,20,62,0,10,10, 8, 8, 2, 0, 3, 400,0,  , 8,85,290, 5,0,  ,0,   0.2, -3.0,     ,     ,     ,     , -3.4,     ,0,     ,     ,     ,     ,     ,1.0, 90,   0.50,1.0, -5.0, 966.7,1008.7, 3, 2.7,1972-10-09
2474,28537,1972,10,10,15,1972,10,10,18,8,20,4,20,67,0, 3, 3, 0, 0, 0, 2, 0, 600,1,  , 1, 1,230, 3,0,  ,0,   0.0, -6.0,     ,     ,     ,     , -3.3,     ,0,     ,     ,     ,     ,     ,1.0, 71,   1.40,1.0,     , 979.6,1022.2, 2, 1.7,1972-10-10
2475,28537,1972,10,11,15,1972,10,11,18,8,20,4,20,43,0,10,12, 8, 4, 0, 0, 3, 200,0,  , 6,61,230, 7,0,  ,0,   0.3,  0.0,     ,     ,     ,     ,  1.7,     ,0,     ,     ,     ,     ,     ,1.0, 94,   0.40,1.0,  1.0, 974.2,1015.9, 3, 0.6,1972-10-11
2476,28537,1972,10,12,15,1972,10,12,18,8,20,4,20,69,0, 2, 0, 1, 0, 0, 0, 0,    ,0,  , 1, 1,230, 2,0,  ,0,   0.0,  2.0,     ,     ,     ,     ,  4.6,     ,0,     ,     ,     ,     ,     ,1.0, 81,   1.70,1.0,  2.0, 981.4,1022.9, 8, 0.6,1972-10-12
2477,28537,1972,10,13,15,1972,10,13,18,8,20,4,20,66,0,12, 0, 1, 1, 0, 0, 0,    ,0,  , 2, 2,250, 1,0,  ,0,   0.0,  1.0,     ,     ,     ,     ,  4.8,     ,0,     ,     ,     ,     ,     ,1.0, 65,   3.00,1.0, -1.0, 983.6,1025.2, 3, 0.6,1972-10-13
2478,28537,1972,10,14,15,1972,10,14,18,8,20,4,20,63,0,10, 4, 8, 1, 0, 2, 0, 800,1,  , 2, 2, 20, 4,0,  ,0,   0.0,  2.0,     ,     ,     ,     ,  1.7,     ,0,     ,     ,     ,     ,     ,1.0, 93,   0.50,1.0,  1.0, 985.9,1028.0, 2, 1.2,1972-10-14
2479,28537,1972,10,15,15,1972,10,15,18,8,20,4,20,66,0,12, 2, 1, 1, 0, 2, 0, 600,1,  , 2, 2, 90, 5,0,  ,0,   0.0, -2.0,     ,     ,     ,     , -2.4,     ,0,     ,     ,     ,     ,     ,1.0, 79,   1.00,1.0, -5.0, 992.7,1035.9, 4, 0.0,1972-10-15
2480,28537,1972,10,16,15,1972,10,16,18,8,20,4,20,72,0, 0, 0, 0, 0, 0, 0, 0,    ,0,  , 1, 2,  0, 0,0,  ,0,   0.0, -4.0,     ,     ,     ,     , -1.2,     ,0,     ,     ,     ,     ,     ,1.0, 66,   1.90,1.0, -7.0, 991.1,1033.9, 7, 0.4,1972-10-16
2481,28537,1972,10,17,15,1972,10,17,18,8,20,4,20,74,0,12, 0, 1, 1, 0, 0, 0,    ,0,  , 2, 2,180, 3,0,  ,0,   0.0,  0.0,     ,     ,     ,     ,  1.6,     ,0,     ,     ,     ,     ,     ,1.0, 44,   3.90,1.0, -9.0, 986.0,1028.1, 7, 0.6,1972-10-17
2482,28537,1972,10,18,15,1972,10,18,18,8,20,4,20,72,0,10, 0, 8, 1, 0, 0, 0,    ,0,  , 2, 2,230, 9,0,  ,0,   0.0,  3.0,     ,     ,     ,     ,  4.2,     ,0,     ,     ,     ,     ,     ,1.0, 52,   3.90,1.0, -5.0, 978.3,1019.7, 2, 0.6,1972-10-18
2483,28537,1972,10,19,15,1972,10,19,18,8,20,4,20,66,0,12, 0, 0, 1, 0, 0, 0,    ,0,  , 2,61,  0, 0,0,  ,0,   0.0,  4.0,     ,     ,     ,     ,  4.4,     ,0,     ,     ,     ,     ,     ,1.0, 76,   2.10,1.0,  0.0, 987.2,1029.0, 2, 0.5,1972-10-19
2484,28537,1972,10,20,15,1972,10,20,18,8,20,4,20,67,0,12, 2, 2, 1, 0, 2, 0, 600,1,  , 2, 2,  0, 0,0,  ,0,   0.0,  4.0,     ,     ,     ,     ,  7.4,     ,0,     ,     ,     ,     ,     ,1.0, 65,   3.60,1.0,  1.0, 984.2,1025.5, 7, 0.7,1972-10-20
2485,28537,1972,10,21,15,1972,10,21,18,8,20,4,20,63,0,12, 3, 0, 1, 2, 0, 0, 700,1,  , 8,80,140, 2,0,  ,0,   0.0,  6.0,     ,     ,     ,     ,  9.6,     ,0,     ,     ,     ,     ,     ,1.0, 51,   5.90,1.0,  0.0, 978.8,1019.5, 3, 0.2,1972-10-21
2486,28537,1972,10,22,15,1972,10,22,18,8,20,4,20,64,0, 0, 0, 0, 0, 0, 0, 0,    ,0,  , 0, 2, 70, 1,0,  ,0,   0.0,  0.0,     ,     ,     ,     ,  5.8,     ,0,     ,     ,     ,     ,     ,1.0, 68,   2.90,1.0,  0.0, 985.3,1026.8, 2, 1.0,1972-10-22
2487,28537,1972,10,23,15,1972,10,23,18,8,20,4,20,65,0, 3, 0, 0, 1, 0, 0, 0,    ,0,  , 0, 2,  0, 0,0,  ,0,   0.0,  0.0,     ,     ,     ,     ,  6.0,     ,0,     ,     ,     ,     ,     ,1.0, 85,   1.50,1.0,  4.0, 984.4,1025.9, 7, 0.7,1972-10-23
2488,28537,1972,10,24,15,1972,10,24,18,8,20,4,20,65,0, 0, 0, 0, 0, 0, 0, 0,    ,0,  , 0, 2,  0, 0,0,  ,0,   0.0, -2.0,     ,     ,     ,     ,  5.2,     ,0,     ,     ,     ,     ,     ,1.0, 70,   2.60,1.0,  0.0, 977.7,1019.2, 7, 1.1,1972-10-24
2489,28537,1972,10,25,15,1972,10,25,18,8,20,4,20,63,0,12, 8, 0, 1, 2, 0, 0, 600,0,  , 6, 2,270, 5,0,  ,0,   0.0,  3.0,     ,     ,     ,     ,  4.1,     ,0,     ,     ,     ,     ,     ,1.0, 82,   1.50,1.0,  1.0, 974.4,1015.8, 2, 0.7,1972-10-25
2490,28537,1972,10,26,15,1972,10,26,18,8,20,4,20,61,0,10,10, 8, 8, 2, 0, 3, 400,0,  , 8,68,250, 7,0,  ,0,   2.3,  0.0,     ,     ,     ,     ,  1.2,     ,0,     ,     ,     ,     ,     ,1.0, 92,   0.50,1.0,  0.0, 970.6,1012.3, 7, 0.1,1972-10-26
2491,28537,1972,10,27,15,1972,10,27,18,8,20,4,20,39,0,10,10, 8, 8, 0, 0, 6, 200,0,  , 7,73,230, 7,0,  ,0,   0.3,  0.0,     ,     ,     ,     ,  0.8,     ,0,     ,     ,     ,     ,     ,1.0, 90,   0.70,1.0, -1.0, 965.4,1006.8, 7, 1.1,1972-10-27
2492,28537,1972,10,28,15,1972,10,28,18,8,20,4,20,59,0, 5, 2, 1, 0, 2, 0, 0, 500,0,  , 8,85,270, 6,0,  ,0,   0.0, -1.0,     ,     ,     ,     , -1.7,     ,0,     ,     ,     ,     ,     ,1.0, 92,   0.50,1.0, -3.0, 964.0,1005.8, 2, 0.9,1972-10-28
2493,28537,1972,10,29,15,1972,10,29,18,8,20,4,20,62,0, 7, 4, 1, 1, 4, 0, 0, 600,1,  , 8,85,180, 1,0,  ,0,   0.0, -2.0,     ,     ,     ,     , -2.4,     ,0,     ,     ,     ,     ,     ,1.0, 88,   0.60,1.0, -4.0, 967.2,1009.0, 4, 0.0,1972-10-29
2494,28537,1972,10,30,15,1972,10,30,18,8,20,4,20,62,0,12, 6, 1, 0, 2, 0, 0, 300,0,  , 8,85,270, 5,0,  ,0,   0.0, -4.0,     ,     ,     ,     , -4.0,     ,0,     ,     ,     ,     ,     ,1.0, 91,   0.30,1.0, -5.0, 963.9,1006.1, 2, 0.8,1972-10-30
2495,28537,1972,10,31,15,1972,10,31,18,8,20,4,20,41,0,12, 8, 1, 0, 2, 0, 0, 500,0,  , 8,85,290, 3,0,  ,0,   0.0, -5.0,     ,     ,     ,     , -5.1,     ,0,     ,     ,     ,     ,     ,1.0, 82,   0.80,1.0, -8.0, 975.0,1017.8, 2, 1.4,1972-10-31
2496,28537,1972,11,1,15,1972,11,1,18,8,20,4,20,58,0,10,10, 8, 8, 2, 0, 0, 500,0,  , 8,85,230, 4,0,  ,0,   0.0, -5.0,     ,     ,     ,     , -4.7,     ,0,     ,     ,     ,     ,     ,1.0, 85,   0.60,1.0, -7.0, 976.1,1018.8, 7, 0.3,1972-11-01
2497,28537,1972,11,2,15,1972,11,2,18,8,20,4,20,58,0,12,12, 0, 0, 2, 0, 3, 500,0,  , 7,85,200, 5,0,  ,0,   0.2, -3.0,     ,     ,     ,     , -2.6,     ,0,     ,     ,     ,     ,     ,1.0, 83,   0.80,1.0, -5.0, 965.4,1007.3, 6, 0.2,1972-11-02
2498,28537,1972,11,3,15,1972,11,3,18,8,20,4,20,10,0,10,10, 8, 8, 0, 0, 2, 300,0,  , 7,73,160, 5,0,  ,0,   0.6,  0.0,     ,     ,     ,     ,  0.0,     ,0,     ,     ,     ,     ,     ,1.0, 98,   0.10,1.0,  0.0, 964.9,1006.5, 4, 0.0,1972-11-03
2499,28537,1972,11,4,15,1972,11,4,18,8,20,4,20,62,0,10,12, 8, 2, 0, 0, 3, 400,0,  , 7,71,230, 5,0,  ,0,   0.1, -7.0,     ,     ,     ,     , -8.2,     ,0,     ,     ,     ,     ,     ,1.0, 84,   0.50,1.0,-10.0, 957.0, 999.4, 3, 2.1,1972-11-04
2500,28537,1972,11,5,15,1972,11,5,18,8,20,4,20,59,0,10, 0, 8, 1, 0, 0, 0,    ,0,  , 3,71,230, 4,0,  ,0,   0.0,-16.0,     ,     ,     ,     ,-15.5,     ,0,     ,     ,     ,     ,     ,1.0, 78,   0.40,1.0,-19.0, 973.2,1017.9, 2, 1.5,1972-11-05
2501,28537,1972,11,6,15,1972,11,6,18,8,20,4,20,61,0, 0, 0, 0, 0, 0, 0, 0,    ,0,  , 1, 1, 50, 2,0,  ,0,   0.0,-16.0,     ,     ,     ,     ,-14.7,     ,0,     ,     ,     ,     ,     ,1.0, 89,   0.30,1.0,-16.0, 970.2,1014.4, 7, 0.2,1972-11-06
2502,28537,1972,11,7,15,1972,11,7,18,8,20,4,20,63,0,12, 0, 0, 1, 0, 0, 0,    ,0,  , 2, 2,360, 3,0,  ,0,   0.0,-12.0,     ,     ,     ,     ,-12.8,     ,0,     ,     ,     ,     ,     ,1.0, 82,   0.50,1.0,-16.0, 969.7,1013.3, 7, 1.0,1972-11-07
2503,28537,1972,11,8,15,1972,11,8,18,8,20,4,20,20,0,10,10, 8, 8, 0, 0, 6, 300,0,  , 7,73,360, 5,0,  ,0,   0.7, -7.0,     ,     ,     ,     , -7.7,     ,0,     ,     ,     ,     ,     ,1.0, 94,   0.20,1.0, -9.0, 951.6, 993.8, 2, 0.1,1972-11-08
2504,28537,1972,11,9,15,1972,11,9,18,8,20,4,20,60,0,12,12, 0, 0, 2, 0, 0, 300,0,  , 8,85,270, 5,0,  ,0,   0.0,-12.0,     ,     ,     ,     ,-11.5,     ,0,     ,     ,     ,     ,     ,1.0, 83,   0.40,1.0,-14.0, 967.8,1011.5, 2, 2.4,1972-11-09
2505,28537,1972,11,10,15,1972,11,10,18,8,20,4,20,57,0,10,10, 8, 8, 0, 0, 6, 800,0,  , 8,71,230, 5,0,  ,0,   0.2,-10.0,     ,     ,     ,     , -9.1,     ,0,     ,     ,     ,     ,     ,1.0, 86,   0.50,1.0,-11.0, 967.5,1010.6, 7, 1.7,1972-11-10
2506,28537,1972,11,11,15,1972,11,11,18,8,20,4,20,66,0, 3, 0, 1, 0, 0, 0, 0,    ,0,  , 1, 2,270, 1,0,  ,0,   0.0,-16.0,     ,     ,     ,     ,-12.1,     ,0,     ,     ,     ,     ,     ,1.0, 87,   0.30,1.0,-14.0, 980.9,1025.1, 3, 2.1,1972-11-11
2507,28537,1972,11,12,15,1972,11,12,18,8,20,4,20,61,0,10,10, 8, 8, 0, 1, 0, 300,0,  , 2, 2,230, 7,0,  ,0,   0.0,  0.0,     ,     ,     ,     ,  1.9,     ,0,     ,     ,     ,     ,     ,1.0, 87,   0.90,1.0,  0.0, 983.6,1025.7, 2, 1.1,1972-11-12
2508,28537,1972,11,13,15,1972,11,13,18,8,20,4,20,61,0,10,10, 8, 8, 0, 2, 0, 600,0,  , 2, 2,230, 3,0,  ,0,   0.0, -2.0,     ,     ,     ,     , -1.4,     ,0,     ,     ,     ,     ,     ,1.0, 88,   0.70,1.0, -3.0, 987.5,1030.2, 7, 0.3,1972-11-13
2509,28537,1972,11,14,15,1972,11,14,18,8,20,4,20,65,0, 1, 0, 1, 0, 0, 0, 0,    ,0,  , 0, 2,  0, 0,0,  ,0,   0.0,-17.0,     ,     ,     ,     , -5.8,     ,0,     ,     ,     ,     ,     ,1.0, 92,   0.30,1.0, -7.0, 979.6,1022.7, 7, 1.3,1972-11-14
2510,28537,1972,11,15,15,1972,11,15,18,8,20,4,20,60,0, 4, 4, 0, 0, 2, 0, 0, 400,1,  , 7, 1,230, 3,0,  ,0,   0.2, -3.0,     ,     ,     ,     , -3.3,     ,0,     ,     ,     ,     ,     ,1.0, 90,   0.50,1.0, -5.0, 972.0,1014.3, 3, 1.0,1972-11-15
2511,28537,1972,11,16,15,1972,11,16,18,8,20,4,20,62,0,12, 6, 1, 1, 2, 0, 0, 400,0,  , 8,85,180, 3,0,  ,0,   0.0, -2.0,     ,     ,     ,     , -1.4,     ,0,     ,     ,     ,     ,     ,1.0, 94,   0.30,1.0, -2.0, 978.7,1020.8, 7, 0.1,1972-11-16
2512,28537,1972,11,17,15,1972,11,17,18,8,20,4,20,60,0,10, 1, 8, 1, 2, 0, 0, 400,1,  , 2, 2,140, 7,0,  ,0,   0.0,  0.0,     ,     ,     ,     ,  2.8,     ,0,     ,     ,     ,     ,     ,1.0, 64,   2.70,1.0, -3.0, 967.6,1009.1, 7, 2.7,1972-11-17
